,C1,C2
69,6.377407131483084,2.1876884743351757
70,-0.5437425622379248,-0.46606305656888275
71,-0.7622177396802137,-0.2988515737683799
72,-0.3485555680440935,0.14965502825044044
73,-0.6419783349198747,0.9868843228289166
74,-0.7489351300634861,-0.16617257220909792
75,-0.5880499785685819,-0.320816025621645
76,-0.703320950539493,-0.40258009500331143
77,-0.7242097771159952,-0.10839350542652927
78,-0.7117391137003812,-0.3813862402230783
79,-0.6866960679180896,-0.3457603075948904
80,1.035548452660783,1.3480292346944118
81,-0.28200663863532205,0.1154778420028465
82,-0.5775272898752242,1.312832601847004
83,7.113883802472556,-6.740679940166544
84,1.809836093275468,-1.5807900423016497
85,0.2914082368595672,-0.6623900990097676
86,-0.36149342919555827,-0.3771214530746956
87,0.8613559336164054,1.8463108377547048
88,0.041423390698607336,1.0255913227249855
89,2.3999113527701623,0.8634057748606133
90,-0.5873355401894357,-0.44509548174424673
91,-0.725761998649139,-0.2593280070874779
92,5.6970662670736765,1.469169342893865
93,-0.4125229812174675,-0.19092117886736193
94,-0.6691258274646197,-0.3042945657970567
95,-0.46849711225825696,-0.5816503293600774
96,-0.6962693455997239,-0.46019224708745454
97,2.180707523460458,0.8289311385906892
98,-0.7351443054481389,-0.2360699599462204
99,-0.48382923235551983,0.5395243714131001
100,-0.7348250103892258,-0.36339973221502064
101,-0.7143310008651399,-0.34606947326873966
102,-0.6673057438045663,-0.21710252583355047
103,-0.7578351498383061,-0.348426413082077
104,-0.6352635431962519,0.13942325792369317
105,-0.7512973421293337,-0.3850862311724902
106,-0.6925111223751974,-0.2486655173765779
107,-0.33832754263734416,4.392258093202361
108,-0.5502173050740113,0.2034147447902523
109,-0.20278708155591116,1.9678010294825066
110,-0.5377809488993711,0.7992745103624522
111,-0.6871932287197432,-0.470552559475739
112,-0.7089415614494105,-0.4357487051453894
113,0.17278247217631162,-0.1702771683785292
114,-0.7353749265848842,-0.14489996192243154
115,-0.6833736161166449,-0.4495280078209222
116,-0.6352006493656339,0.39281711202169256
117,-0.7350480065326483,-0.33892079279579057
118,-0.7272692797385757,-0.1553915870002594
119,1.8055737175298565,-0.23641006934486022
120,-0.20445213845539878,5.171967352849568
121,-0.7234751377425033,-0.2904656157780313
122,-0.7257373160138574,-0.27104933514663426
123,-0.7362613445246179,-0.14275218237905413
124,-0.7349744295777682,0.01826999827158191
125,-0.43843977295897807,-0.43109467958053865
126,-0.6731899791051754,-0.4822708090106389
127,-0.5714991690703932,0.07451069664015873
128,-0.7348421695319555,-0.26541627322306693
129,-0.7321764467340074,0.04782254143421139
130,-0.6472128426640915,-0.4681341350095231
131,1.693978412396517,1.470836985288389
132,-0.7310665413002886,-1.732034980277712e-05
133,-0.7032573134522265,0.30121714738114813
134,-0.6567009911796674,0.1525819172805756
135,-0.679801285580049,0.47055616376608106
136,-0.7600910449565068,-0.2959735426585154
137,-0.30551997468029296,0.7708461058162754
138,-0.7229168968597669,-0.3513797254386223
139,-0.6909984956780951,-0.46426019709572236
140,0.4260829359657745,-1.3970413929435106
141,0.12519253303514627,1.9700424093638558
142,-0.7599558604671818,-0.2768888973329383
143,-0.7528655098076821,-0.19204199173900854
144,-0.7345731477677698,0.01940696526134554
145,0.2394908703501729,-1.3643444537449823
146,-0.5935679711909609,-0.028832996198374556
147,-0.6924820260534992,-0.35591388301605775
148,-0.6738835276783873,-0.2587437087776705
149,-0.3421066629389724,-0.33117034425735487
150,0.14575603711769244,-0.7067206589750858
151,0.6735529820898437,0.1737177964873984
152,-0.28658046967619816,0.26088532207381415
153,-0.7605826229361359,-0.36121273991633174
154,-0.7584948049340761,-0.33172055845594545
155,-0.5399797360883845,0.20617754313524916
156,-0.29753670728442105,1.2558803279804633
157,-0.18138932733513963,-0.018991800626827312
158,2.0557297819711646,-0.3484753429168565
159,-0.7212733781569758,-0.40671979295842037
160,-0.7298381816015767,0.05750619217065796
161,-0.7319425150587066,0.044997499778622344
162,-0.7456420392359079,-0.13889070542606813
163,-0.7499849054263654,-0.16947512470870704
164,-0.6667808902309025,0.721748124791429
165,-0.7625858736900054,-0.3112574877476833
166,0.4542667483566726,0.23075546707614214
167,-0.6862743865212954,-0.3987858390289408
168,-0.606231815151648,-0.18116046565913585
169,-0.7410249934733049,-0.09412194214156455
170,-0.7418580036832578,-0.39739380731177343
171,0.9299808903389875,1.4662441024059063
172,-0.41132353584387477,0.18941860540400485
173,0.4625754166155059,-0.580628884948077
174,-0.5602919850768219,0.3445152011286753
175,-0.7132892819089027,-0.4332192974048807
176,-0.12271436370602405,-0.3201916378029637
177,-0.6979892960637173,-0.39086544760683367
178,1.5531615162356316,0.562079971143283
179,-0.7420508629846324,-0.39816391805362084
180,-0.6290641622121328,-0.532712253123168
181,-0.7515088029301734,-0.26242940866484865
182,-0.7513386160600154,-0.2885580732747665
183,0.4569871353709675,1.3249572626452657
184,1.0505335692769144,2.161583782131764
185,-0.6878520287662486,-0.4303720554496263
186,-0.7294298172385192,-0.38533264136294504
187,0.43794705640286913,-0.3713761809181415
188,-0.7362394642558078,-0.3817030399716053
189,-0.758325332777699,-0.2584633944593761
190,-0.6945371221997321,0.0007481893866194165
191,0.4246409609590567,0.8880365791793152
192,-0.6500531381523879,-0.3247415802011989
193,0.7894313750517943,-0.2959507989076717
194,-0.6257599771450835,-0.201320455687834
195,-0.7185816080563717,0.17886854568375515
196,-0.7540750195919395,-0.19898387672882936
197,-0.6105833328007964,-0.5412852285455465
198,-0.3130114065865801,-0.41313185781275524
199,-0.7191876993552834,-0.22341532732845254
200,0.07617466769164147,-0.7540110421084718
201,3.635691627870576,1.4504792672615878
202,-0.5098855270157886,-0.6249431586825245
203,-0.7595644832300823,-0.3500688018804804
204,25.505022244052867,6.02975151277711
205,-0.69522570355155,-0.43624919883505314
206,-0.6406046483085249,0.0161452231582289
207,-0.5634364626671367,-0.493850325516085
208,-0.5344810287444592,-0.3604693146895003
209,-0.7593934674509397,-0.27964623627546514
210,-0.6887407563672941,-0.4826958317688264
211,-0.6867096720514141,-0.40778827273224927
